,Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,EducationBackground_Human Resources,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Data Science,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Business Analyst,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Non-Travel,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,performance_rating
0,0.5586957818273658,-1.2220910332321786,2.078106948865769,2.0221511990538934,-1.569185101358548,-0.29208123248375695,0.38447304259634707,0.8577455981126727,-1.5396392232587228,0.13506135868409855,1.5237451584692494,0.47000257026907255,0.2632149108559678,1.1244676838668184,2.536711173339239,0.38203679072058233,-0.9810703404433472,-1.1775448218963465,-0.680587705515777,-1.1620802228306166,-0.4131969352706687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
1,2.3022080144296293,-1.2220910332321786,-1.0047566172597384,0.11521097204825699,1.1730801243165843,0.49156378602288114,0.38447304259634707,2.6855719559110427,-1.5396392232587228,0.13506135868409855,1.5237451584692494,1.5664848727193996,0.2632149108559678,2.676758602757861,0.17316274913444815,0.38203679072058233,0.3267963866187786,1.0455486471705024,-0.37963690068153194,0.2572544004739533,-0.4131969352706687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4
2,1.757360441741422,0.8182696483380673,1.8314778635757285,1.068681085551075,-1.569185101358548,0.0017856494562323419,0.38447304259634707,0.8577455981126727,-1.5396392232587228,1.3621172356878966,1.5237451584692494,-0.6264797321812545,-0.6726603277430289,0.47767980099555085,-0.6146867256004821,-1.0506011744816017,-0.8175869995605815,-0.6217714546296342,-0.07868609584728692,-0.5943463735087887,2.4201534780139164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3,-0.6399688780866905,-1.2220910332321786,1.3382196929956474,0.11521097204825699,-0.6550966928001706,0.24667471773955674,-2.4438343971928718,-0.056167580786512475,0.2661685401235301,0.13506135868409855,1.5237451584692494,-1.174720883406418,0.2632149108559678,-0.945253541321238,-0.6146867256004821,0.38203679072058233,-0.8175869995605815,-0.6217714546296342,-0.07868609584728692,-0.5943463735087887,2.4201534780139164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
4,-0.6399688780866905,-1.2220910332321786,-0.2648693613896166,-0.8382591414545612,-0.6550966928001706,-1.7124378285270385,0.38447304259634707,-0.056167580786512475,-1.5396392232587228,-0.6829758926517668,-0.6562777210098555,-0.9006003077938363,-0.6726603277430289,0.2189646478470438,1.7488616986043086,-2.483239139683786,0.9807297501498414,1.6013220144372147,0.2222647089869581,2.2443228731003515,-0.4131969352706687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
5,0.6676652963650073,-1.2220910332321786,-0.2648693613896166,0.11521097204825699,0.25899171575820684,-1.1247040646470599,0.38447304259634707,0.8577455981126727,-1.5396392232587228,2.180154487023762,-0.6562777210098555,0.19588199465649078,-1.6085355663420255,-0.16910808187571677,-1.4025362003354123,-1.0506011744816017,-0.9810703404433472,-1.1775448218963465,-0.680587705515777,-1.1620802228306166,-0.4131969352706687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
6,0.12281772367679987,-1.2220910332321786,-1.0047566172597384,0.11521097204825699,1.1730801243165843,0.6874750406495407,0.38447304259634707,0.8577455981126727,-1.5396392232587228,-0.6829758926517668,-0.6562777210098555,-0.6264797321812545,-0.6726603277430289,0.47767980099555085,0.17316274913444815,0.38203679072058233,1.307696431915373,2.1570953817039267,0.8241663186554482,1.9604559484394375,-0.4131969352706687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
7,-1.947603052538388,-1.2220910332321786,0.10507426654544431,0.11521097204825699,-1.569185101358548,1.4711200591561788,-1.0296806772982623,-0.9700807596856976,-0.6367353415675964,-0.6829758926517668,1.5237451584692494,2.662967175169727,-0.6726603277430289,-1.3333262710439984,-0.6146867256004821,1.8146747559227665,-0.9810703404433472,-0.8996581382629903,-0.680587705515777,-1.1620802228306166,2.4201534780139164,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4
8,-0.530999363549049,-1.2220910332321786,0.8449615224155661,-1.7917292549573793,-0.6550966928001706,0.2956525313962216,-2.4438343971928718,-0.9700807596856976,-1.5396392232587228,-0.6829758926517668,1.5237451584692494,1.8406054483319814,-0.6726603277430289,-0.16910808187571677,1.7488616986043086,0.38203679072058233,0.4902797275015443,-0.6217714546296342,1.1251171234896933,0.8249882497957813,2.4201534780139164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
9,-0.8579079071619734,-1.2220910332321786,1.708163320930708,-1.7917292549573793,1.1730801243165843,-1.0267484373337301,-1.0296806772982623,0.8577455981126727,-1.5396392232587228,-0.6829758926517668,-0.6562777210098555,-0.6264797321812545,-1.6085355663420255,-0.03975050530146325,0.17316274913444815,-2.483239139683786,0.65376306838431,1.0455486471705024,0.2222647089869581,1.6765890237785235,2.4201534780139164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
